Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,YahooTicker,Symbol,Name,Sector
2015-01-02,3.694000005722046,3.7239999771118164,3.6459999084472656,3.680000066757202,2.05484676361084,31090900,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-05,3.640000104904175,3.700000047683716,3.441999912261963,3.441999912261963,1.9219516515731812,72667610,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-06,3.4839999675750732,3.5759999752044678,3.4560000896453857,3.492000102996826,1.9498707056045532,65506744,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-07,3.5179998874664307,3.555999994277954,3.4619998931884766,3.4860000610351562,1.9465208053588867,46410434,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-08,3.5339999198913574,3.6579999923706055,3.502000093460083,3.6440000534057617,2.0347447395324707,67746980,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-09,3.5980000495910645,3.640000104904175,3.450000047683716,3.4600000381469727,1.9320030212402344,64055605,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-12,3.4779999256134033,3.507999897003174,3.361999988555908,3.446000099182129,1.9241857528686523,51283280,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-13,3.4260001182556152,3.559999942779541,3.4100000858306885,3.5439999103546143,1.9789068698883057,45592096,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-14,3.503999948501587,3.5840001106262207,3.4619998931884766,3.4760000705718994,1.9409363269805908,49590638,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-15,3.5260000228881836,3.640000104904175,3.4100000858306885,3.618000030517578,2.0202267169952393,77033975,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-16,3.6019999980926514,3.7179999351501465,3.5959999561309814,3.7160000801086426,2.074948310852051,53473860,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-19,3.700000047683716,3.7360000610351562,3.6760001182556152,3.7019999027252197,2.0671310424804688,28751593,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-20,3.7079999446868896,3.7739999294281006,3.677999973297119,3.7639999389648438,2.1017510890960693,38783080,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-21,3.753999948501587,3.8259999752044678,3.7119998931884766,3.8259999752044678,2.1363704204559326,48035482,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
2015-01-22,3.8499999046325684,3.9560000896453857,3.8299999237060547,3.9539999961853027,2.207843780517578,82299531,0.0,0.0,ENEL.MI,ENEL,Enel,Utilities
