date,MST_method1_degree_weighted,MST_method1_market_cap_same_X,MST_method2_degree_weighted,MST_method2_market_cap_same_X,MST_method3_degree_weighted,MST_method3_market_cap_same_X,MST_method4_degree_weighted,MST_method4_market_cap_same_X,Top_market_cap_weighted
2018-01-02,-0.007484898902870296,-0.005184372953582317,0.0008672468361301533,-0.00405815482635441,-0.004986429030229722,-0.003926499484354529,-0.004145070258515293,-0.0035871824211645142,-0.0037267810684091796
2018-01-03,-0.001893425098215551,-0.0011794571080908645,0.0011166859564695208,-0.0014005702860973024,0.0006974569190969504,0.0009288568571972355,0.0007773978387568548,0.0015021766627303368,-0.0009409315190809231
2018-01-04,0.021541503301196974,0.023498278088602165,0.02626065256179233,0.023573362600237235,0.027029610800028747,0.026816891704352086,0.02660496188293693,0.02794163431296104,0.0224218997678185
2018-01-05,0.010008853651720218,0.01077496004442069,0.013267845975899473,0.010602315053819922,0.01337891215426068,0.010436218702697841,0.009535249770213028,0.010669876018839286,0.004619521187303022
2018-01-08,-0.0009101183884325792,0.00022108404759824118,0.0013556317594616285,0.0003443010742925079,0.0005469357672236441,0.001189942632416896,1.5121170955811891e-05,0.0010089009332068244,0.0013078886821187297
2018-01-09,0.005672437476927028,0.004048830079318,0.0079067770338217,0.0040710982006531005,0.006512765196073023,0.0039011014195777793,0.008621819804214281,0.004581706891086501,0.0009716637189365329
2018-01-10,0.009369152024685912,0.009153226379489121,0.009342323499758276,0.00932688735511844,0.009433465937725094,0.007009974812323128,0.0052811604604252604,0.005881287075904185,0.015059266208719446
2018-01-11,0.0007205417034956696,0.003802528126141569,0.0042999125948428585,0.004474251197779333,0.00515812197695098,0.00573328778892046,0.004319362805182525,0.005944307141145577,0.002237462666853096
2018-01-12,0.005225809458088149,0.0045393178442456605,0.00392586275248008,0.0042224487895163865,0.004092836260123356,0.004819793194828836,0.005836872246250291,0.005192978105976742,0.00897229022241297
2018-01-15,0.015939391494897315,0.009228930947190683,0.015176778848219552,0.00890049762070988,0.01527490069910531,0.009426371853643811,0.018360030515789605,0.009542777481608145,0.0035433829218882718
2018-01-16,0.0008916146606559039,0.004843413462750412,-0.0037345374692813182,0.004937893802306137,-0.0023069663353608716,0.003939703442470188,-0.001262350873616036,0.004075754116611208,-0.0029430516301477416
2018-01-17,0.0014421187923974177,0.0007060702774790428,0.0013997091309252419,0.0005884786888261662,0.0028104181915096227,0.002009168930154681,0.002621997181892821,0.002172223371723847,0.002055913613109972
2018-01-18,0.0028327901319287196,0.0039243373386042,0.005926597842653258,0.00392305494585643,0.005024238218173327,0.003664806446097124,0.004288149846873868,0.0033393543935162917,-0.002260716961441034
2018-01-19,0.004925916218708748,0.0025611893974930577,0.002850351310826671,0.0021382404751202344,0.003945209099114777,0.0007276996975433825,0.005107152432185735,0.0008570941683416766,0.0008182022588900661
2018-01-22,0.0068599191538651905,0.0049217509718229024,0.0066527057280216795,0.004810011733287212,0.007054788121039879,0.005258869078000439,0.006906225645771036,0.005084837487457472,0.008013308332391889
2018-01-23,0.0009206738664730985,-0.0015845205269010565,-0.00025039711369234663,-0.002048487496657203,-0.0017193004318311056,-0.002369001919016789,-0.0008072242730476908,-0.0021529062218603734,-0.004168880060058444
2018-01-24,-0.00591582463699758,-0.006933287250073139,-0.008255847231379065,-0.007286364807588375,-0.0076061648558779504,-0.00971372690401906,-0.008497876793540415,-0.010206402205004905,-0.005024381084009044
2018-01-25,0.0017187492018244654,0.0021133573102090075,0.0038617040713033735,0.002598496743124956,0.0021769621602860667,0.0018710473167731223,0.00230947933535397,0.001962299094752318,0.002010734439009232
2018-01-26,0.003725569399634754,0.004580859147156557,0.007282759064951572,0.004773234872114118,0.0059962790123822,0.0059772167239551255,0.005741855240686711,0.006679423980688215,0.005955884115469212
2018-01-29,-0.0022297908258515076,-0.0039419260033801695,-0.0016250982366420308,-0.0041045495584235425,-0.00252334734041304,-0.004530215794850134,-0.003848468068551547,-0.0049025705125627095,-0.008086747423240115
2018-01-30,-0.01437642763895286,-0.013224412258574514,-0.012673637908009017,-0.012922425592462372,-0.013059569483230393,-0.012328791016104734,-0.015944086254383816,-0.012738154709707405,-0.013647321638387555
2018-01-31,0.003449281050409869,0.002772726036364581,0.00029798607084075,0.002611822479718251,0.00401178377856759,0.003736827299222867,0.004336738169025134,0.0036647559836697763,0.0022840528094665302
2018-02-01,-0.0010341602261574323,-0.0013085941406028034,-0.003064668592408948,-0.001593718156796542,0.005284654401994215,0.00508805628358,0.004509514874948994,0.0048712801468528966,-0.0001717487791103034
2018-02-02,-0.012169435277158303,-0.01287604366779882,-0.013039434794216653,-0.012545208583827239,-0.011417655251993564,-0.011890080247835333,-0.01378280328510828,-0.01287877756948519,-0.015231423075626083
2018-02-05,-0.009441119055468072,-0.011490527593800537,-0.0102140877589052,-0.011295419414937724,-0.012090314886377351,-0.01229033761930498,-0.010885233291442642,-0.012546877199852369,-0.013365953141538767
2018-02-06,-0.019673146002125663,-0.019307307988772338,-0.022686395198842746,-0.01978766861315573,-0.018494095053457116,-0.01724937144006844,-0.01670170550940875,-0.016521335487365785,-0.0055513399525680684
2018-02-07,0.02646635718992507,0.024619632663631874,0.026896117902355465,0.024338871850472454,0.026551825507192373,0.023155961194094576,0.02596235567655847,0.02377163533874027,0.02081234213507477
2018-02-08,-0.02083391162405146,-0.02216300883200273,-0.027576338339327933,-0.02237698429835655,-0.023251496841745878,-0.023900343384427147,-0.02535824207971027,-0.025088193288223315,-0.019365516170944175
2018-02-09,-0.012445357739695906,-0.016794166637520203,-0.01204867651635455,-0.01624307241387224,-0.013707857609097429,-0.017105256780215017,-0.012811709261327908,-0.01790669299041392,-0.0029961292670236395
2018-02-12,0.0016711804689926169,0.00672544311440193,0.005019097341653289,0.007215123177047422,0.003072965138239736,0.00739882428946248,0.0021241371454416846,0.00735082746592286,-0.0066084139881554815
2018-02-13,-0.01111520900246088,-0.010303223853211918,-0.009146921792946072,-0.009342899512471692,-0.009872234928945622,-0.008157140595390189,-0.009454546797098118,-0.008433424534431744,-0.022696159901855584
2018-02-14,0.013824422266147218,0.01264772407357162,0.012351614443592895,0.012852237007473954,0.015210064778003796,0.01349763068428178,0.021467002922553657,0.015152542170796535,0.02267822932149044
2018-02-15,0.0022372129339949254,0.002274963706685673,0.0021365882205970355,0.0018603868457245376,0.004318597340557728,0.004315944405784089,0.004164815828033852,0.004082104307333578,-0.006416277550673866
2018-02-16,0.008706514461298775,0.011104344111017017,0.009415692845981871,0.011010939838143718,0.0103580826910743,0.012025185672348782,0.009438933255394133,0.01221950784592396,0.010385694186205496
2018-02-19,-0.007675678452275014,-0.0082807050474073,-0.00859422274473065,-0.008324189880250854,-0.009428930789381895,-0.009727798185278802,-0.008105973380640008,-0.009998615674607803,-0.009363926782429699
2018-02-20,0.0020679382019073156,0.0004518495289351776,0.0048621475346461995,8.993173054316905e-05,0.0034427935516276875,0.0016852942912057856,0.0017818804479619033,0.0014504097080614287,0.00010390512994029599
2018-02-21,-0.002290716801449655,-0.0027823002945354114,-0.0008042599345277068,-0.0025589648448228752,-0.0004857119391048492,-0.0022186124323533285,-0.003523211507780455,-0.0026135177183280733,-0.006805648477395065
2018-02-22,-0.005691149190567346,-0.004491427948271176,-0.010171710956956459,-0.004886987401057974,-0.007605066777431446,-0.005490253673095746,-0.0058092873743413875,-0.005469072008071674,-0.013082307101640045
2018-02-23,0.014801625389428752,0.012201068278923755,0.008981130535661297,0.012334423107505987,0.013377708302826585,0.013517773133850053,0.01570863112345089,0.013567575847661661,0.003841720566249318
