date,MST_method1_degree_weighted,MST_method1_market_cap_same_X,MST_method2_degree_weighted,MST_method2_market_cap_same_X,MST_method3_degree_weighted,MST_method3_market_cap_same_X,MST_method4_degree_weighted,MST_method4_market_cap_same_X,Top_market_cap_weighted
2018-02-14,101600.52074236638,100761.02327513868,102999.75000720833,100954.65778831739,104097.276942209,102147.621843769,103977.92076617361,102252.46995166563,99518.06456788047
2018-02-15,101827.82274147181,100990.25094613813,103219.81805979818,101142.4725056814,104546.83116557094,102588.48530082977,104410.96965634663,102669.87519969082,98879.52904430707
2018-02-16,102714.38815273301,102111.681444502,104191.70416226739,102256.14618552256,105629.73588787371,103822.13088441726,105396.49783006388,103924.45054523349,99906.46159423728
2018-02-19,101925.98553685046,101266.12472856526,103296.25744854378,101404.94660825159,104633.76041888626,102812.17014800805,104542.1566242407,102885.34990503691,98970.94480277722
2018-02-20,102136.76217610917,101311.88177932096,103798.4990920354,101414.0661305857,104993.99285453896,102985.43891142496,104728.43824911721,103034.57581535648,98981.22839165726
2018-02-21,101902.79577894669,101030.00170080642,103715.01811795156,101154.55110058699,104942.99601867521,102756.95413630472,104359.45781028605,102765.29312586263,98307.5969453629
2018-02-22,101322.85176523279,100576.23272755354,102660.05893176026,100660.21008379875,104144.89752612947,102192.79239142174,103753.20372963564,102203.2623378267,97021.50677169941
2018-02-23,102822.59466045038,101803.37021029934,103582.06232182508,101901.79570506276,105538.1175864618,103574.21137488361,105383.02453490075,103589.91285147362,97394.23628963274
2018-02-26,102864.2591345468,101938.73316820347,103634.25026348872,102051.98395015956,105759.89894567842,103764.17851809689,105698.99654172675,103771.30979705266,98143.50820567808
2018-02-27,102817.25252402185,102049.16089778735,103683.81472955275,102158.8803015938,105819.4381372137,103817.23441952516,105533.41657301187,103785.44571800715,98239.8304811761
2018-02-28,102265.9231139333,101430.67394825509,103003.60491408847,101535.35590877179,105009.3844360177,102982.18113832385,104703.00926166624,102950.05831606292,97744.30823990228
2018-03-01,102248.19645494063,100905.13090649401,102471.41878415387,100955.97761050274,104502.7074621355,102263.0619558303,104393.53878223672,102205.16026249374,97303.54957398707
2018-03-02,100167.8203971806,98884.60285130967,99911.23264178219,98937.93593972198,101886.23613739974,100055.38944135151,102040.5700722124,99977.99152774537,95112.06750973556
2018-03-05,99108.58060408712,98413.18847860913,99501.48442572684,98488.86479814565,101111.44505703721,99866.80781432941,101360.91680254167,99861.07556833822,94095.22167303161
2018-03-06,100543.24141944764,99246.69852621562,101402.05244259024,99306.77472419845,102592.05984568954,100507.80960297587,102723.62090016528,100494.5326541206,95994.46094852715
2018-03-07,101704.05375134583,100521.83420997462,102314.6979463367,100573.92107643884,103739.73658850559,101699.16247327573,103808.74430327158,101688.29580997713,96990.32489995
2018-03-08,102210.80766504444,101160.06278605116,103005.13534392253,101252.87806931137,104209.1729438449,102315.20130893149,104395.3787936322,102290.4428786351,97288.95101515092
2018-03-09,101942.3356149497,101070.10059579958,102752.55034988662,101127.8104992617,104029.39865280832,102359.66477802876,104586.91152308157,102367.14057641695,97172.45568422804
2018-03-12,102126.03656198177,101411.83070930034,102873.15223615483,101466.37599303681,104232.88823068017,102718.5132359166,104530.63227250679,102717.44278789216,97172.58616938097
2018-03-13,102198.2067562907,101678.5730215982,103088.0067720729,101827.57382669239,104326.35099476774,102899.50822003554,104765.1552460761,102947.07084860434,96941.91294440778
2018-03-14,101320.01390561374,100820.34333511049,101991.24548480869,100943.70728212505,103528.80399143022,102068.71536546056,103806.24383221133,102106.86834173682,95961.46946673545
2018-03-15,102421.33072257275,101816.69115722392,103079.14381649264,101936.63038586937,104411.13854984385,102856.3727891601,104686.49202242937,102928.10617148507,96950.98010512145
2018-03-16,103297.1630774844,103112.68205643762,103887.4597857339,103261.76763793243,105242.00729464278,104136.87231999148,105342.53437026801,104173.86472289957,97512.09204496426
2018-03-19,102485.74515425458,101983.45813070968,102795.63283570325,102100.20234489902,104183.2350960311,102862.99250578185,104258.51274603416,102866.87969562704,96204.01778202827
2018-03-20,103044.59269201473,102732.02514137949,103694.66330233472,102911.65979110662,105112.49480856775,103779.62792493815,104967.37400152914,103758.30958892894,96295.5140788111
2018-03-21,102942.70508148093,102762.57947607558,103727.70834005077,102957.93218774565,105341.2210779494,103945.09438985544,105155.22453870537,103921.4729096664,95598.55267711391
2018-03-22,101038.16136743725,101373.01970948579,101798.76466325854,101584.61602892529,103356.67995500567,102465.01432826337,102931.4409044366,102406.30241638575,93550.48446838479
2018-03-23,101002.54816585976,101146.27134188714,101678.40843461694,101377.70473295554,103035.3796584554,102182.17924426598,102689.81124060972,102154.57846863974,93723.18117527949
2018-03-26,99622.06509612051,100172.10719602458,100186.45075218505,100412.12030381217,101674.23724675192,101116.62520302918,101336.92890001519,101107.32423723028,92296.15881382767
2018-03-27,99976.36749912353,100601.23296287257,100669.15513862134,100827.88001310904,102236.45537008341,101693.53376841362,102002.66962733264,101744.95657660156,92247.70257624357
2018-03-28,101244.59445459087,101915.04424936666,101535.10464411307,102222.1064122812,103294.25523693213,102977.04878718576,103071.07484472403,103025.05939063977,92907.36376169503
2018-03-29,101477.58190814518,102203.9903207644,101792.11267838116,102521.94387213034,103496.7461107266,103202.5575215326,103651.74355499483,103327.58769854771,93775.59279336971
2018-04-03,101420.41934825733,102423.68162922139,102708.27073990626,102789.5198005112,104082.14531028154,103495.40093224226,103648.64324876436,103605.24890502922,93496.7217373557
2018-04-04,101383.61276364238,102574.03963654122,102577.62929480412,102973.13866403676,103857.5633793702,103501.64024593006,103133.863489274,103552.22088094984,93749.40078956843
2018-04-05,102859.65742185508,104280.14320335056,104439.001160655,104669.71420506606,105739.66251560961,105408.05499192422,105001.9588037053,105478.52535611886,96769.59730885665
2018-04-06,102380.62726143749,104169.01744027443,104247.31417134289,104693.66039024222,105531.8825399534,105309.51464553503,104625.73698850835,105365.12277301768,98107.61639524558
2018-04-09,102825.8202573878,104845.7895827307,104837.81996783454,105463.16803895112,106207.83484354285,105982.27617351686,105294.34510662705,106044.62484044654,97891.13212158991
2018-04-10,103312.68579675176,105332.33689929883,105436.87362479125,105916.47888763035,106603.47022698919,106388.81205764574,105657.52774259985,106411.84609598163,97543.86108650103
2018-04-11,102615.79702748747,105082.47650094582,105003.04599838576,105736.88774601308,106033.6711146531,106139.2931490761,105174.2785159233,106172.14737096136,96538.52921729982
2018-04-12,103488.9385441706,106078.5769177343,106154.93367364231,106781.43852623792,107006.32377771441,107112.3205462158,106142.20908881942,107173.74122465173,97662.2137835554
2018-04-13,103446.30539463548,106342.57393396302,106139.27869209673,107058.27869613007,106978.37714475593,107398.05085623702,106023.20066192327,107515.52831301244,97644.73793570699
2018-04-16,103381.02883940961,106251.97771606821,105991.83514473726,106979.85777822592,106842.61537964686,107297.64149867739,105769.39771063431,107394.935661346,97530.69580084835
2018-04-17,104657.15529335196,107557.52038428772,107458.98367864502,108281.22943787013,108530.73637770943,108777.65474325417,107188.75998880444,108867.08258716454,98461.94745587834
2018-04-18,105014.27421215056,108160.52902584813,108039.42614295328,108908.6940505437,108912.68131392807,109322.37590293608,107470.05107211885,109363.9328066576,99373.31271430264
