Date,A2A,AMP,AZM,BAMI,BC,BMED,BMPS,BPE,BZU,CPR,DIA,ENEL,ENI,ERG,FBK,G,HER,IG,INW,IP,ISP,LDO,MB,MONC,PRY,PST,RACE,REC,SPM,SRG,STLAM,STM,TEN,TIT,TRN,UCG,UNI
2015-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,-0.03346825697868161,0.025190248344410637,-0.011491148674382501,-0.04416502047879178,-0.013385575195596022,-0.026466540600419197,0.002282360931708638,-0.05053906114456641,-0.051794646406500444,-0.023058715693410836,0.020381814716047053,-0.0668600980224594,-0.08732299043876113,-0.03240026379627947,-0.018739863423418823,-0.03645462450582038,-0.010357410553363366,,,-0.010075642105375149,-0.06133795807363851,-0.03958302944094516,-0.04468348940878819,-0.035865857046164074,-0.03546711666040414,,,0.014443396454030921,-0.0490180336744217,-0.03393538145252695,-0.021944524983805058,-0.01699757943012581,-0.05540896814094909,-0.030129698705749275,-0.03311020958894573,-0.06853301027497949,-0.043059517778362144
2015-01-06,-0.014962902702933406,0.0,-0.020573477256283113,-0.04833357289803697,-0.04126656125919004,-0.005763783363559316,-0.03952750803925653,-0.03842944088540623,-0.022313325747221224,0.023058715693410836,-0.011764886459930679,0.014421995173513169,0.013373178847762013,-0.0021977486097708443,-0.01124094123325925,0.004251430283056301,0.013443854332740646,,,-0.014449896244533633,-0.013961860340195642,-0.010825535376263629,-0.013803923613706637,0.005602205663000515,0.0006809942617804765,,,-0.011385293105299343,-0.00720288915442957,-0.004579064986661274,0.015723577802062794,-0.009020123079091391,0.012674408622241451,0.008784820969229584,-0.006644589209414464,-0.013889123700898232,-0.020202687854778523
2015-01-07,-0.005669346257602237,0.026511076998441574,0.0011228961334328602,-0.003734367478445133,0.023707374873479292,-0.010653938067486601,-0.0015103885319653898,-0.022784410772476837,0.030305368473921845,0.009861956567166319,-0.0074239392394801484,-0.001719702865957462,0.005152730916865966,0.0016487379277601022,-0.018429682089767585,0.002421364041327312,-0.008769764365401,,,-0.01901528891284432,-0.012378635863730447,0.015525151182010033,0.0,0.01019004737540774,-0.013018320938554151,,,-0.008432446264272642,-0.02500891437680508,0.0005097748225360021,0.008801551874282776,0.020383909439071424,-0.016935189688196406,-0.007609057041971123,-0.004454292991736164,-0.009838457272416612,-0.022182999787663693
2015-01-08,0.043874877167562776,-0.05497202960247871,0.019450581122850252,0.050036591690215015,0.0011422307068400528,0.026898807192613283,0.11684686797457289,0.04888539863055241,0.021654415029686902,0.040390114212110334,-0.0044808950096686395,0.04432702944703926,0.03817530481130538,0.014718197979337155,0.005300402977608698,0.03212643894570322,0.030614667789187755,,,0.024990525974868394,0.0536925818335966,0.04965090800918803,0.047502343095453314,0.016453693911121725,0.029893519896135423,,,0.012241916552009346,0.020783138414463664,0.02367287207041624,0.026952986009967095,0.03878600621065598,0.021124570844765156,0.02781174489674962,0.011098882201150628,0.0470976368459608,0.024730769390286733
2015-01-09,-0.020770470936753077,0.002862389922972275,-0.019450581122850252,-0.07767313106118223,0.010221571047397848,-0.03570075317951393,-0.09021268994978371,-0.06912892349369626,-0.025642452320917553,-0.003777149257214063,0.0044808950096686395,-0.05181339395874951,-0.03817530481130538,-0.024097476058447587,-0.02272313358411715,-0.02130261730432581,-0.013151440394545855,,,0.0017007195744271897,-0.04131394596986615,-0.025170699136007002,-0.04904790012652471,0.02329856572665223,-0.02576416496087175,,,0.016591652939653034,-0.0350912989448382,-0.027247007020789527,-0.004526020166426781,-0.01643872920670275,-0.021978926210446392,-0.023707388824244363,-0.013893024531038689,-0.05642263349424237,-0.010744553326103246
2015-01-12,-0.004950515202607975,0.03845095029773771,-0.010152329219839107,-0.020539227683750605,0.019580959827068867,0.0058765013194646,-0.02641826851446538,-0.0177434409221231,0.006968638881931444,0.007540085326414869,0.008902113603300066,-0.004054433207218544,0.005126316330078318,0.004424781545812273,0.01919272528853888,0.013662312248396091,0.008113651205329364,,,0.010143779413010812,0.021730517115908454,0.017493125380942942,0.011534123810267749,0.0017699524466743277,0.019721807287939264,,,0.005965709312495626,-0.10216320216711772,0.014220705277235401,0.024889263653180782,0.01799028144166015,-0.025975503563393065,0.013368407174723151,0.005580432839169536,0.01174343428711122,0.0030816880471562502
2015-01-13,0.008032178796576833,0.02426125717175287,0.03891543043855794,0.009489371878997455,0.046016259371237656,0.020300544460218006,0.000863172173854565,0.023046304786997318,0.002971743999271581,0.034151988927440924,-0.013383008612968705,0.028041840560309783,0.01594238631666922,0.04055705692479439,0.016659687407737156,0.008810606979149593,0.011049873236868124,,,0.005033522838837179,0.029650598606232537,0.014030859605992596,0.01517478374451442,0.028760144568956925,0.002690022801795422,,,0.012560200452132353,0.04345555067858342,0.01749602944834039,0.018510139885497434,0.009259390142593249,0.006993029078342872,0.04294443827741695,0.014364834657355718,0.023277606750403912,0.007662865278946995
2015-01-14,-0.013630914192530569,0.006688958891374108,-0.018712806764514145,-0.006129885722342188,-0.0021185923144773078,-0.020300544460218006,-0.006275007020668966,-0.009401372691665077,-0.04864176137982401,-0.029468121621948562,0.017510467421566922,-0.01937377974209742,-0.029918309521313358,-0.019262264904222448,0.0077956764510436205,-0.011764886459930679,-0.0009995470164405607,,,-0.020288081549176606,-0.001670822699277541,-0.0006335273559061605,-0.006800189024718684,-0.038533710527222986,-0.03138045063394168,,,-0.00367784096117596,-0.008675334806833135,-0.025089215918133068,-0.018510139885497434,-0.0038476530223816585,-0.02023822236610595,-0.028044436078226626,-0.024994335103478038,-0.01286505284702777,-0.0005090591736014449
2015-01-15,0.0148609108215432,0.01136374787433403,-0.002224673216022488,0.02810883125097119,0.002647565033666588,0.014542200113655479,0.006059283817112515,0.022335909790907493,0.006727019523141919,0.014842559250103415,-0.019008686481076342,0.04003916770227045,0.03636764417087468,0.027179942234021315,-0.0030244003177730683,0.010594584536710805,0.012916236563774164,,,0.0034100597229014262,0.028844165034946356,0.034872800274410753,0.019520156950839418,0.05641413850152732,0.014448102968454446,,,-0.0022131866909984588,-0.010104526390396273,0.021117086225128867,0.008810753610618338,0.015302502631658887,0.039220696851156145,0.009623601010254612,0.02389665426499077,0.011881380432687827,0.004572049041142279
2015-01-16,0.030268697726939492,0.0,0.019846327264073427,0.04255962024027382,-0.006366012451649361,0.025654692915825894,-0.009974037776618871,0.025769607576643594,0.01077214792229908,0.013717688630853708,0.016062241001034927,0.026726447101319772,0.033020229482094265,0.008377004181703729,-0.004771276133270552,0.01741188765637247,0.008845211359916783,,,0.004246307045422171,0.01451638991120685,0.03959724528605513,0.014760401817650814,0.01673677599260559,0.016260503483672917,,,0.012477231689867363,0.017450064641034047,0.022141169657623028,0.022169457177675822,0.010574142385243457,0.021978926210446392,0.03269895965895457,0.016880345446522504,0.028143463976110006,0.02354224979546271
